State,City,Station Name,latitude,longitude
Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",26.200388,78.147714
Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",26.200388,78.147714
Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",26.200388,78.147714
Madhya Pradesh,Indore,"Airport Area, Indore - IMC",22.7289,75.8076
Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",8.5637,76.8865
Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",8.5149093,76.9435879
Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",8.5149093,76.9435879
Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765
Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",8.8787,76.6073
Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",22.7524,75.8872
Madhya Pradesh,Indore,"Regional Park, Indore - IMC",22.678,75.8559
Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",23.233584,77.400574
Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",23.233584,77.400574
Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",23.233584,77.400574
Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",10.5324,76.2159
Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",10.5324,76.2159
Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",23.264759,77.381568
Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",26.203442,78.193251
Madhya Pradesh,Indore,"Airport Area, Indore - IMC",22.7289,75.8076
Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",20.9402359,77.7895248
Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",20.9402359,77.7895248
Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",20.9402359,77.7895248
Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",20.939198,77.765701
Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",20.939198,77.765701
Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",24.10897,82.64558
Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",24.10897,82.64558
Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",24.10897,82.64558
Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",23.838586,78.759431
Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",23.838586,78.759431
Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",23.838586,78.759431
Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",23.142888,79.916147
Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",23.142888,79.916147
Madhya Pradesh,Indore,"Residency Area, Indore - IMC",22.7084,75.8815
Madhya Pradesh,Indore,"Residency Area, Indore - IMC",22.7084,75.8815
Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",23.10844,77.511428
Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",24.2613009,80.7231783
Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",23.218135,79.95777
Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",23.218135,79.95777
Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",19.9629,79.298714
Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",19.9775302,79.2337086
Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",19.9775302,79.2337086
Maharashtra,Dhule,"Deopur, Dhule - MPCB",20.918946,74.776388
Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",19.0243902,73.0406721
Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",19.309073,73.057223
Maharashtra,Boisar,"Khaira, Boisar - MPCB",19.786089,72.757971
Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",19.854616,75.905894
Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",19.25292,73.142019
Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",19.25292,73.142019
Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",19.192056,72.9585188
Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",16.6870449,74.2505872
Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",21.001264,75.565602
Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",21.001264,75.565602
Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",16.6870449,74.2505872
Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",19.8389439,75.244448
Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",16.6870449,74.2505872
Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",18.39963,76.57452
Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",18.1023399,73.4783687
Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",20.555712,74.529236
Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",20.555712,74.529236
Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",19.053536,72.84643
Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",19.065931,72.862131
Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",19.23241,72.86895
Maharashtra,Mumbai,"Byculla, Mumbai - BMC",18.9767,72.838
Maharashtra,Mumbai,"Byculla, Mumbai - BMC",18.9767,72.838
Maharashtra,Mumbai,"Byculla, Mumbai - BMC",18.9767,72.838
Maharashtra,Mumbai,"Byculla, Mumbai - BMC",18.9767,72.838
Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",19.11074,72.86084
Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",19.11074,72.86084
Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462
Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",18.91,72.82
Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",18.91,72.82
Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",19.083694,72.920967
Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",19.083694,72.920967
Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",19.2058,72.8682
Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",19.2058,72.8682
Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",19.215859,72.831718
Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",19.215859,72.831718
